Price,Open,High,Low,Vol.,Change %
7963.2,7938.45,7972.55,7909.8,64.84K,0.21%
7946.35,7897.8,7955.55,7891.15,155.65K,0.63%
7896.25,7938.6,7944.75,7889.85,110.15K,-0.41%
7928.95,7929.2,7942.15,7902.75,116.54K,0.05%
7925.15,7863.2,7937.2,7863,126.74K,0.82%
7861.05,7888.75,7888.75,7835.5,96.37K,-0.06%
7865.95,7830.45,7871.45,7826.1,121.48K,1.03%
7786.1,7829.4,7846.3,7776.85,129.63K,-0.62%
7834.45,7745.65,7840.75,7733.45,130.17K,0.93%
7761.95,7828.9,7836.15,7753.35,197.32K,-1.05%
7844.35,7783.05,7852.9,7737.55,181.26K,1.21%
7750.9,7725.25,7776.6,7715.75,159.15K,0.65%
7700.9,7659.15,7705,7625.1,138.48K,0.66%
7650.05,7558.2,7663.95,7551.05,153.49K,0.52%
7610.45,7699.6,7703.05,7575.3,173.00K,-0.95%
7683.3,7643.3,7691.95,7610,145.25K,0.93%
7612.5,7695.5,7702.85,7606.9,144.32K,-1.16%
7701.7,7738.5,7771.25,7685.45,139.32K,-0.82%
7765.4,7816.55,7825.4,7746.05,141.89K,-0.21%
7781.9,7817.6,7821.4,7775.7,157.23K,-1.05%
7864.15,7902.3,7912.3,7853.3,129.63K,-0.85%
7931.35,7976.7,7979.3,7910.8,130.21K,-0.30%
7954.9,7958.15,7972.15,7934.15,142.95K,0.25%
7935.25,7936.25,7966,7922.8,223.04K,-0.09%
7942.7,7910.6,7959.3,7879.45,154.86K,0.75%
7883.8,7837.15,7897.1,7832,226.63K,0.67%
7831.6,7837,7870.35,7812.65,134.56K,-0.22%
7849.25,7869.5,7877.5,7825.2,130.87K,-0.09%
7856.55,7841.9,7906.95,7817.8,156.61K,0.18%
7842.75,7788.5,7854.9,7765.45,136.70K,1.43%
7731.8,7823.15,7843.4,7725.05,148.04K,-1.35%
7837.55,7848.75,7860.45,7793,149.45K,0.40%
7806.6,7732.95,7838.85,7714.15,154.14K,0.57%
7762.25,7762.45,7775.1,7730.9,165.88K,-0.27%
7783.35,7783.35,7783.35,7783.35,-,0.00%
7783.35,7877.6,7885.1,7772.85,170.27K,-1.67%
7915.2,7788.25,7937.75,7771.7,218.42K,-0.49%
7954.3,7956.55,8002.65,7926.15,226.33K,-0.01%
7955.45,8030.35,8031.2,7944.1,136.22K,-1.05%
8040.2,8104.9,8116.1,8027.3,125.94K,-0.25%
8060.7,8086.35,8100.35,8031.75,136.63K,0.12%
8050.8,8054.55,8060.7,7995.6,140.32K,-0.19%
8065.8,8123.55,8146.1,8044.4,205.66K,-0.57%
8111.75,8175.45,8179.6,8098,224.23K,-0.73%
8171.2,8188.9,8209.1,8131.8,194.71K,-0.75%
8232.9,8230.35,8241.95,8217.05,161.49K,-0.33%
8260.55,8333.65,8336.3,8252.05,138.01K,-0.42%
8295.45,8308.25,8328.1,8280.75,156.66K,0.53%
8251.7,8258.35,8294.4,8217.15,149.27K,-0.12%
8261.65,8280.3,8294.05,8229.2,159.95K,-0.16%
8275.05,8262.55,8283.05,8239.2,128.30K,0.45%
8238.15,8193.65,8246.4,8147.65,161.15K,0.72%
8179.5,8134.35,8190.55,8129.8,172.43K,0.88%
8107.9,8102.4,8139.3,8096.35,143.16K,-0.29%
8131.7,8121.95,8150.25,8088.6,150.43K,-0.15%
8143.6,8231.5,8244.5,8128.2,205.26K,-0.56%
8189.7,8186.35,8232.2,8139.65,205.86K,0.74%
8129.35,8196.75,8196.75,8105.85,177.03K,-0.59%
8177.4,8146.2,8188.9,8132.9,199.91K,0.30%
8152.9,8180.45,8180.95,8096.5,184.04K,0.41%
8119.3,8005.1,8128.9,8005.1,188.83K,2.12%
7950.9,7992.05,8008.25,7930.65,161.81K,0.03%
7948.9,7924.25,7957.7,7874.5,217.19K,1.35%
7843.3,7725.7,7926.55,7691.2,248.11K,0.61%
7795.7,7892.8,7893.95,7787.95,140.48K,-0.93%
7868.5,7838.4,7894.5,7804.1,208.77K,0.29%
7845.95,7737.35,7882.9,7723.25,151.20K,0.43%
7812,8014.8,8021.6,7787.75,173.57K,-2.07%
7977.1,7911.5,7987.9,7908.35,125.63K,-0.06%
7981.9,7967.45,8055,7955.85,249.31K,1.05%
7899.15,7886.85,7913.9,7853.3,144.33K,0.89%
7829.1,7867.35,7880,7799.75,140.72K,-0.55%
7872.25,7811.1,7879.95,7761.85,126.63K,1.06%
7789.3,7833.8,7864.85,7759.9,140.58K,0.02%
7788.1,7729.05,7819.85,7678.5,165.31K,-0.39%
7818.6,7805.85,7846.05,7764.55,214.84K,1.70%
7688.25,7587.7,7720.9,7539.5,177.52K,1.71%
7558.8,7685.85,7705.05,7545.9,145.76K,-1.26%
7655.05,7803.4,7804.9,7626.85,199.57K,-2.15%
7823,7774.45,7845.6,7754.05,160.61K,1.37%
7717,7856.65,7862.55,7699.25,222.00K,-0.88%
7785.85,7907.95,7929.1,7746.5,190.58K,-2.33%
7971.3,8009.25,8043.6,7947.95,204.26K,-0.38%
8001.95,8053.7,8091.8,7961.65,201.57K,0.67%
7948.95,7921.6,7963.6,7862.3,314.42K,2.02%
7791.85,7865.25,7930.05,7777.1,223.26K,-1.13%
7880.7,7895.4,7925.4,7667.25,308.26K,0.92%
7809,8055.95,8060.05,7769.4,322.10K,-5.92%
8299.95,8305.4,8322.2,8225.05,207.54K,-0.87%
8372.75,8471.05,8501.35,8359.75,189.84K,-1.44%
8495.15,8468.05,8520.45,8425.95,134.51K,0.34%
8466.55,8505.85,8525.75,8433.6,157.99K,-0.13%
8477.3,8530.5,8530.6,8428.05,180.08K,-0.48%
8518.55,8402.35,8530.1,8381.2,160.68K,1.95%
8355.85,8384.45,8429.5,8339.75,195.08K,0.08%
8349.45,8445.7,8446.95,8337.95,195.90K,-1.33%
8462.35,8548.45,8556.25,8441.3,159.19K,-0.74%
8525.6,8577,8621.55,8497.8,127.20K,-0.46%
8564.6,8580.8,8595.95,8552.7,148.07K,-0.28%
8588.65,8585.8,8606.3,8551.5,139.12K,0.24%
8567.95,8547.45,8591.85,8545.85,136.95K,0.60%
8516.9,8564.1,8565.15,8448.25,193.23K,-0.31%
8543.05,8510.65,8563.95,8508.1,161.49K,0.12%
8532.85,8456.1,8548.95,8448,209.63K,1.32%
8421.8,8417,8458.9,8408.3,221.94K,0.56%
8375.05,8365.6,8381.5,8338.45,145.40K,0.46%
8337,8371.1,8397.4,8321.75,179.98K,-0.29%
8361,8492.1,8492.2,8351.55,140.83K,-1.88%
8521.55,8588.15,8589.15,8513.5,131.35K,-0.79%
8589.8,8643.95,8654.75,8573.8,136.96K,-0.51%
8633.5,8512.25,8643.9,8498.65,141.02K,1.22%
8529.45,8601.5,8646.75,8517.9,169.15K,-0.86%
8603.45,8623.9,8624.1,8559,93.44K,-0.07%
8609.85,8623.65,8642.95,8593.15,108.19K,0.02%
8608.05,8546.15,8616.1,8542.9,119.64K,0.99%
8523.8,8463.4,8531.4,8462.95,108.84K,0.82%
8454.1,8470.6,8480.25,8424.1,104.89K,-0.07%
8459.65,8397.25,8471.65,8355.4,121.38K,1.19%
8360.55,8365.7,8377.1,8315.4,158.88K,0.38%
8328.55,8364.85,8400.3,8323,135.36K,-0.41%
8363.05,8439.2,8457.5,8341.4,193.89K,-1.74%
8510.8,8525.5,8561.35,8483.85,126.04K,-0.13%
8522.15,8386.15,8533.15,8386.15,104.58K,0.44%
8484.9,8440.1,8497.75,8424.15,91.14K,0.47%
8444.9,8471.95,8479.25,8433.2,115.47K,-0.10%
8453.05,8376.25,8481.6,8370.15,135.89K,1.01%
8368.5,8316.35,8378,8298.95,163.37K,0.60%
8318.4,8247.05,8329.45,8195.65,136.11K,-0.75%
8381.1,8393.95,8408.55,8339.7,113.96K,-0.20%
8398,8336.25,8423.15,8329.5,207.42K,0.44%
8360.85,8399.4,8421.35,8338.9,134.06K,-0.25%
8381.55,8377.45,8398.45,8334.95,135.85K,0.34%
8353.1,8259.3,8369.45,8257.4,126.54K,1.56%
8224.95,8201.15,8250.8,8195.65,151.58K,0.62%
8174.6,8113.7,8186.9,8101.8,149.27K,1.03%
8091.55,8084.2,8136.85,8048.95,157.21K,0.55%
8047.3,8004.2,8061.85,7952.35,127.81K,0.42%
8013.9,7986.6,8057.7,7944.85,137.12K,0.39%
7982.9,7959.85,7995.6,7940.3,140.84K,0.22%
7965.35,8157.3,8163.05,7958.25,171.35K,-1.96%
8124.45,8024.15,8152.25,8023.8,141.03K,1.27%
8022.4,8026.5,8057.15,8005.15,140.22K,-0.27%
8044.15,8124.35,8131,8030.55,140.08K,-0.87%
8114.7,8119.15,8191,8100.15,167.06K,-0.20%
8130.65,8155.15,8160.05,8056.75,159.47K,-0.05%
8135.1,8232.45,8236.7,8094.15,176.66K,-1.23%
8236.45,8442.8,8445.35,8226.05,151.34K,-2.34%
8433.4,8417.25,8467.15,8405.4,125.99K,-0.00%
8433.65,8327.1,8443.9,8305.7,375.23K,1.38%
8319,8345.7,8364.5,8270.15,239.55K,-0.19%
8334.6,8302.75,8342.85,8277.95,170.58K,-0.06%
8339.35,8377.1,8378.9,8320.05,120.43K,-0.37%
8370.25,8438.15,8441.95,8364.15,125.05K,-1.05%
8458.95,8432.5,8489.55,8420.6,193.08K,0.45%
8421,8434.5,8446.35,8382.5,148.19K,-0.03%
8423.25,8392.65,8440.35,8391.45,127.39K,0.69%
8365.65,8356.2,8427.8,8335,144.64K,-0.10%
8373.65,8284.95,8384.6,8271.95,153.34K,1.35%
8262.35,8240.3,8279.2,8212.2,133.84K,0.46%
8224.2,8232.45,8236.25,8137.3,138.96K,-0.14%
8235.45,8181.55,8254.95,8089.8,175.02K,1.34%
8126.95,8326.15,8326.65,8115.3,178.75K,-2.38%
8325.25,8243.2,8332.75,8224.65,197.88K,1.63%
8191.5,8131.5,8224.95,8123.45,188.78K,1.67%
8057.3,8077,8122.6,7997.15,166.56K,-0.49%
8097,8316.6,8331.95,8083,216.09K,-2.74%
8324.8,8338.4,8355.65,8280.6,160.34K,-0.09%
8331.95,8230.05,8346,8220.45,135.77K,1.84%
8181.5,8224.5,8229.4,8144.75,276.02K,-0.71%
8239.75,8274.8,8308.2,8219.2,165.36K,-0.55%
8285.6,8215.55,8308,8185.15,179.97K,0.87%
8213.8,8330.55,8334.45,8202.35,176.84K,-1.10%
8305.25,8405.7,8413.3,8273.35,178.99K,-1.11%
8398.3,8478.2,8504.95,8361.85,160.80K,-0.37%
8429.7,8400.4,8449.95,8284.7,177.13K,0.62%
8377.75,8416.1,8469.35,8352.7,420.43K,-0.83%
8448.1,8618.8,8619.95,8422.75,153.51K,-1.83%
8606,8698.05,8699.85,8596.7,154.98K,-1.16%
8706.7,8757.05,8760,8645.65,147.27K,-0.50%
8750.2,8844.75,8844.8,8722.4,168.58K,-0.95%
8834,8801.75,8841.65,8762.1,125.37K,0.61%
8780.35,8774.35,8787.4,8733.6,143.29K,0.02%
8778.3,8756.2,8785.5,8682.45,157.41K,0.73%
8714.4,8698.95,8730.5,8679.8,152.80K,0.62%
8660.3,8684.45,8693.6,8586.85,153.27K,0.00%
8659.9,8615.8,8667.55,8573.75,151.38K,0.86%
8586.25,8483.7,8603.4,8464.75,129.45K,1.12%
8491,8527.6,8550.45,8454.15,172.36K,-0.02%
8492.3,8390.95,8504.55,8380.75,138.88K,1.81%
8341.4,8396,8413.2,8269.15,198.98K,-0.01%
8342.15,8474.95,8499.45,8325.35,288.76K,-2.21%
8530.8,8568.9,8573.75,8516.55,165.95K,-0.14%
8542.95,8537.05,8627.75,8535.85,161.47K,-0.09%
8550.9,8591.55,8608.35,8540.55,155.43K,-0.23%
8570.9,8627.9,8627.9,8553,179.98K,-0.74%
8634.65,8749.45,8788.2,8614.65,168.63K,-0.59%
8685.9,8742.9,8747.25,8664,161.15K,-0.43%
8723.3,8689.1,8742.55,8630.8,182.51K,1.04%
8633.15,8656.75,8663.55,8612,168.44K,-0.17%
8647.75,8844.05,8849.75,8631.75,184.67K,-1.46%
8776,8740.65,8787.2,8732.9,179.34K,0.87%
8699.95,8728.75,8755.6,8682.35,178.05K,-0.14%
8712.05,8769.75,8778,8677.35,168.92K,-0.51%
8756.75,8891.15,8891.3,8740.45,160.33K,-2.03%
8937.75,8929.4,8957.55,8849.35,165.08K,0.17%
8922.65,9109.15,9119.2,8893.95,256.06K,-0.82%
8996.25,8962.85,9008.4,8925.55,183.25K,0.44%
8956.75,8953.85,8972.35,8885.45,224.77K,0.62%
8901.85,8844.6,8939.35,8752.45,246.45K,0.65%
8844.6,8729.5,8856.95,8717.45,257.23K,1.85%
8683.85,8779,8786.05,8669.45,224.19K,-0.95%
8767.25,8801.9,8840.65,8751.4,139.41K,0.06%
8762.1,8772.9,8800.5,8726.75,154.37K,0.08%
8754.95,8856.85,8869,8736.1,143.93K,-0.89%
8833.6,8895.5,8899.95,8816.3,203.72K,-0.69%
8895.3,8883.05,8913.45,8794.45,219.87K,0.30%
8869.1,8811.55,8894.3,8808.9,152.15K,0.68%
8809.35,8831.4,8870.1,8793.4,140.64K,0.04%
8805.5,8741.5,8822.1,8729.65,228.81K,1.08%
8711.55,8676.95,8732.55,8599.25,163.68K,0.98%
8627.4,8603.3,8651.95,8593.65,166.56K,0.72%
8565.55,8478.1,8646.25,8470.5,202.30K,0.46%
8526.35,8584.4,8605.55,8516.35,151.33K,-1.56%
8661.05,8696.85,8726.2,8645.55,176.55K,-0.58%
8711.7,8733.1,8838.45,8683.65,179.01K,-0.14%
8723.7,8789.15,8792.85,8704.4,201.25K,-0.38%
8756.55,8823.15,8837.3,8726.65,208.67K,-0.46%
8797.4,8802.5,8840.8,8751.1,216.56K,-0.13%
8808.9,8996.6,8996.6,8775.1,275.59K,-1.60%
8952.35,8901.5,8966.65,8861.25,264.25K,0.43%
8914.3,8902.75,8985.05,8874.05,190.81K,0.04%
8910.5,8871.35,8925.05,8825.45,192.01K,0.85%
8835.6,8827.95,8866.4,8795.4,197.13K,0.85%
8761.4,8745.85,8774.15,8727,180.91K,0.37%
8729.5,8719.65,8741.85,8689.6,191.65K,0.39%
8695.6,8575.1,8707.9,8574.5,158.71K,1.69%
8550.7,8550.05,8570.95,8531.5,129.35K,0.43%
8513.8,8504.05,8530.75,8452.25,181.37K,0.23%
8494.15,8424.5,8527.1,8380.55,232.14K,2.62%
8277.55,8307.25,8326.45,8236.65,150.62K,-0.26%
8299.4,8346.15,8356.65,8267.9,129.56K,-0.28%
8323,8291.35,8332.6,8245.6,103.15K,0.46%
8284.5,8285.45,8303.3,8190.8,152.61K,0.61%
8234.6,8191.4,8243.5,8167.3,143.80K,1.64%
8102.1,8118.65,8151.2,8065.45,164.08K,-0.31%
8127.35,8325.3,8327.85,8111.35,172.80K,-3.00%
8378.4,8407.95,8445.6,8363.9,118.16K,-0.20%
8395.45,8288.7,8410.6,8288.7,101.89K,1.35%
8284,8272.8,8294.7,8248.75,56.56K,0.02%
8282.7,8243.9,8291,8243.75,84.53K,0.42%
8248.25,8260.3,8268.25,8220.55,77.70K,0.02%
8246.3,8214.7,8279.15,8214.7,82.09K,0.56%
8200.7,8204.8,8234.55,8147.95,75.53K,0.33%
8174.1,8272.05,8286.4,8155.25,221.91K,-1.12%
8267,8324.6,8364.75,8252.85,132.19K,-0.68%
8324,8255,8330.95,8228.2,139.16K,1.20%
8225.2,8230.45,8263.45,8208.6,174.80K,0.81%
8159.3,8138.9,8174.3,8084.9,162.11K,1.61%
8029.8,8041.2,8082,7961.35,216.22K,-0.47%
8067.6,8172.6,8189.35,8052.6,197.34K,-1.85%
8219.6,8160.75,8242.4,8152.5,137.14K,-0.05%
8224.1,8302,8321.9,8216.3,138.08K,-0.83%
8292.9,8338.85,8348.3,8272.4,133.86K,-0.75%
8355.65,8318.05,8376.8,8317,136.66K,0.18%
8340.7,8439.3,8444.5,8330.5,146.27K,-1.16%
8438.25,8538.65,8546.35,8432.25,163.82K,-1.17%
8538.3,8584.25,8588.35,8523.9,143.35K,-0.30%
8564.4,8582.4,8626.95,8526.4,143.48K,0.31%
8537.65,8528.7,8546.95,8508.35,153.20K,0.15%
8524.7,8535.45,8560.2,8504.65,137.39K,-0.36%
8555.9,8605.1,8623,8545.15,151.99K,-0.38%
8588.25,8516.8,8617,8516.25,197.22K,1.11%
8494.2,8477.8,8506.75,8456.35,194.30K,0.22%
8475.75,8450.3,8500.3,8438.65,151.92K,0.15%
8463.1,8530.8,8535.35,8429.45,271.91K,-0.79%
8530.15,8490.95,8534.65,8490.8,140.66K,0.62%
8477.35,8408.2,8489.8,8398.6,137.02K,0.90%
8401.9,8406.5,8410.85,8353.15,122.78K,0.23%
8382.3,8440.65,8455.65,8360.5,125.40K,-0.52%
8425.9,8441.25,8454.5,8407.25,134.68K,-0.06%
8430.75,8378.4,8438.1,8349.1,113.88K,0.49%
8389.9,8360.7,8400.65,8346.8,146.77K,0.38%
8357.85,8405.25,8408,8320.35,127.36K,-0.30%
8383.3,8378.9,8415.05,8370.5,125.24K,0.25%
8362.65,8354.1,8378.7,8321.85,122.01K,0.22%
8344.25,8337.8,8383.05,8304.45,130.75K,0.09%
8337,8331.85,8360.35,8290.25,153.43K,-0.02%
8338.3,8351.25,8365.55,8323.5,161.62K,0.17%
8324.15,8348.15,8350.6,8297.65,141.09K,0.02%
8322.2,8200.8,8330.75,8198.05,176.17K,1.87%
8169.2,8085.2,8181.55,8085.2,205.67K,0.97%
8090.45,8077.05,8097.95,8052.25,148.31K,0.78%
8027.6,8002.4,8037.8,7995.05,124.06K,0.45%
7991.7,8064.35,8064.4,7985.65,132.83K,-0.29%
8014.55,8027.7,8031.75,8008.85,19.64K,0.23%
7995.9,7997.8,8005,7974.55,151.10K,0.86%
7927.75,7906.15,7936.6,7874.35,163.40K,0.61%
7879.4,7896.95,7905.95,7856.95,176.17K,1.28%
7779.7,7733.75,7819.2,7723.85,177.62K,0.41%
7748.2,7837.3,7893.9,7729.65,213.53K,-1.47%
7864,7923.25,7928,7825.45,225.47K,-0.26%
7884.25,7831,7901.15,7796,118.78K,0.31%
7859.95,7911,7924.05,7848.45,142.93K,-1.26%
7960.55,7886.5,7972.35,7886.5,123.77K,1.50%
7842.7,7828.75,7869.9,7815.75,135.91K,-0.12%
7852.4,7897.4,7943.05,7842.7,148.20K,-1.17%
7945.55,7960.5,7977.5,7936.7,113.00K,-0.24%
7964.8,7948.8,8030.9,7923.85,141.14K,0.07%
7958.9,7978.45,7991.75,7934.7,97.27K,-0.12%
7968.85,7885.85,7993.3,7841.8,147.84K,0.72%
7911.85,8003.3,8019.3,7877.35,231.90K,-1.13%
8002.4,8015.55,8042.05,7950.05,182.21K,-0.19%
8017.55,8144.4,8159.75,8008.1,140.78K,-1.58%
8146.3,8084.45,8159.9,8064.8,105.51K,0.31%
8121.45,8129.4,8160.9,8105.35,161.29K,0.08%
8114.75,7950.65,8120.85,7939.7,116.93K,1.75%
7975.5,7971.5,7990.65,7936.95,123.72K,0.54%
7932.9,8036.6,8044.9,7925.15,127.95K,-1.36%
8042,8070.35,8077.3,8030,96.50K,-0.78%
8105.5,8087.05,8114.3,8071.6,111.44K,0.24%
8085.7,8115.15,8127.95,8057.3,122.82K,-0.10%
8094.1,8135.55,8135.75,8082.1,107.06K,-0.72%
8152.95,8161.9,8174.55,8126.5,104.74K,-0.26%
8173.9,8132.95,8180.2,8126.15,120.69K,1.08%
8086.85,8099.9,8122.7,8049.85,125.98K,-0.11%
8095.95,8114.2,8114.8,8060.9,141.28K,-0.23%
8114.6,8110.85,8141.9,8092.25,150.73K,0.39%
8083.05,8038.6,8101.95,8036.55,134.90K,0.69%
8027.7,7990.35,8035,7984,139.33K,0.92%
7954.35,7942.25,7967.8,7939.2,189.70K,0.23%
7936.05,7933.9,7946.85,7916.55,119.96K,0.40%
7904.75,7874.5,7915.45,7862.45,142.83K,-0.02%
7906.3,7931.75,7968.25,7897.95,118.47K,-0.09%
7913.2,7904.55,7929.05,7900.05,104.08K,0.28%
7891.1,7875.35,7919.65,7855.95,115.22K,0.20%
7875.3,7915.8,7922.7,7864.05,117.32K,-0.28%
7897.5,7901,7918.55,7881.15,140.62K,0.30%
7874.25,7785.25,7880.5,7779.2,126.74K,1.06%
7791.7,7756.15,7796.7,7739.1,127.33K,0.67%
7739.55,7717.3,7757.1,7695.7,154.08K,0.16%
7727.05,7688.8,7735.75,7654.8,120.61K,1.33%
7625.95,7619.85,7635.55,7598.6,106.97K,0.76%
7568.55,7588.7,7592.45,7540.1,118.43K,-1.06%
7649.25,7651.15,7708.95,7630.4,116.79K,-0.30%
7672.05,7726.15,7740.95,7658.95,116.36K,-0.96%
7746.55,7706.65,7752.45,7638.05,128.24K,0.82%
7683.65,7639.55,7694.8,7622.05,137.04K,1.07%
7602.6,7662.5,7716.7,7593.9,181.07K,-1.54%
7721.3,7784.65,7791.85,7711.15,208.86K,-0.90%
7791.4,7746.2,7798.7,7707.6,178.11K,0.55%
7748.7,7792.9,7799.9,7722.65,116.54K,-0.54%
7790.45,7828.2,7840.95,7748.6,153.94K,-0.51%
7830.6,7796.25,7835.65,7771.65,117.61K,0.45%
7795.75,7794.9,7809.2,7752.9,122.12K,0.36%
7767.85,7708.2,7773.85,7704.8,120.08K,1.09%
7684.2,7701.65,7722.1,7674,105.40K,0.26%
7663.9,7630.25,7685,7595.5,134.60K,0.31%
7640.45,7612.7,7655.65,7612.7,141.61K,0.21%
7624.4,7564.15,7640.1,7532.45,167.97K,1.30%
7526.65,7491.3,7534.9,7459.15,122.07K,0.97%
7454.15,7469,7478.45,7422.15,135.23K,-0.07%
7459.6,7584.1,7625.85,7447.2,187.59K,-1.43%
7567.75,7589.5,7731.05,7479.05,258.39K,-0.23%
7585,7637.95,7650.1,7551.65,168.35K,-0.50%
7623.2,7804.05,7808.85,7595.9,180.65K,-2.11%
7787.15,7780.4,7792,7755.1,173.93K,0.46%
7751.6,7718.1,7758,7661.3,113.07K,0.48%
7714.8,7734.35,7754.65,7706.8,133.76K,-0.13%
7725.15,7683.05,7732.4,7677.3,136.32K,1.18%
7634.7,7629,7649.5,7618.15,139.43K,0.31%
7611.35,7534.05,7623.65,7531.6,152.30K,1.37%
7508.8,7514.2,7538.75,7482.3,126.67K,0.21%
7493.2,7554.1,7570.2,7481.3,171.68K,-1.00%
7569.25,7588.55,7589.25,7557.05,114.97K,-0.14%
7580.2,7515.2,7593.35,7515.2,137.00K,1.16%
7493.35,7514,7534.8,7441.6,127.41K,-0.24%
7511.45,7543.3,7560.55,7497.3,124.13K,-0.39%
7540.7,7580.05,7606.45,7502.55,148.85K,-0.23%
7558.2,7636.05,7663,7515.5,165.08K,-0.96%
7631.7,7525.05,7637.6,7509.25,157.96K,1.30%
7533.55,7534.8,7548.6,7487.55,155.38K,-0.11%
7542.1,7668.2,7678.5,7525.35,174.52K,-1.41%
7649.9,7641.3,7658,7593.8,148.21K,0.30%
7626.85,7672.4,7700.05,7589.05,186.18K,-0.39%
7656.4,7679.05,7683.2,7579.3,188.67K,0.02%
7654.6,7621.65,7673.7,7580.25,231.88K,0.94%
7583.4,7521.5,7592.7,7497.65,248.40K,1.46%
7474.1,7399.75,7484.7,7360.5,250.66K,0.97%
7402.25,7417.55,7433.3,7391.35,204.59K,-0.18%
7415.85,7375.35,7424.95,7342.15,234.68K,0.72%
7362.5,7264.05,7368.6,7239.5,169.89K,1.83%
7229.95,7254.85,7272.5,7118.45,312.15K,-0.08%
7235.65,7316.6,7325.4,7224.4,241.12K,-1.28%
7329.65,7324.95,7344.75,7302.6,175.60K,0.16%
7318,7363.1,7372.95,7274.75,168.60K,-0.56%
7359.05,7428.75,7504,7269.05,273.24K,-0.11%
7367.1,7306.5,7381,7293.9,259.64K,1.25%
7276.4,7289.95,7319.55,7258.15,240.94K,0.32%
7252.9,7274.85,7287.15,7206.7,203.14K,-0.31%
7275.5,7309.95,7353.65,7247.7,255.33K,0.16%
7263.55,7276.85,7291.1,7193.55,316.25K,0.84%
7203,7270.2,7563.5,7130.65,393.16K,1.12%
7123.15,7111.3,7152.55,7082.55,186.85K,0.20%
7108.75,7112,7142.25,7080.9,177.20K,0.00%
7108.75,7080,7172.35,7067.15,232.22K,1.35%
7014.25,6863.4,7020.05,6862.9,157.73K,2.27%
6858.8,6654.15,6871.35,6652.15,166.44K,2.99%
6659.85,6669.9,6688.4,6638.55,101.55K,0.11%
6652.55,6708.6,6718.75,6642.9,114.10K,-0.93%
6715.3,6719.25,6743.45,6701.9,88.29K,0.24%
6699.35,6681.65,6741.05,6680.45,104.99K,0.07%
6694.8,6709.95,6737.65,6689.5,114.28K,-0.02%
6696.4,6724.95,6780.15,6656.8,161.11K,-0.28%
6715.25,6769,6779.7,6708.65,115.51K,-0.68%
6761.25,6778.55,6786.25,6750.3,118.16K,-0.32%
6782.75,6855.8,6869.85,6772.85,154.32K,-0.85%
6840.8,6823.25,6861.6,6820.75,182.97K,0.37%
6815.35,6822.9,6838,6806.25,114.69K,-0.03%
6817.65,6789.25,6825.45,6786.9,111.84K,0.56%
6779.4,6695.45,6783.05,6684.4,131.49K,1.56%
6675.3,6727.25,6748.65,6665.15,119.77K,-0.86%
6733.1,6792.7,6813.4,6711.75,123.20K,-0.64%
6776.3,6758.35,6789.35,6743.15,140.74K,-0.30%
6796.4,6803.05,6819.05,6777.3,191.13K,0.00%
6796.2,6722,6808.7,6705.1,169.80K,1.51%
6695.05,6694.25,6725.15,6650.4,133.95K,0.01%
6694.35,6741.85,6741.85,6685.15,155.13K,-0.62%
6736.1,6772.05,6776.75,6696.9,197.55K,-0.24%
6752.55,6757.6,6763.5,6723.6,173.34K,0.47%
6721.05,6729.5,6732.25,6675.45,177.84K,0.25%
6704.2,6723.15,6730.05,6662.4,220.62K,0.12%
6695.9,6673.05,6702.6,6643.8,184.82K,0.82%
6641.75,6613.1,6673.95,6599.5,312.38K,0.61%
6601.4,6615.65,6627.45,6580.6,186.57K,0.18%
6589.75,6550.1,6595.55,6544.85,168.13K,0.09%
6583.5,6510.5,6591.5,6510.5,158.40K,1.36%
6494.9,6493.2,6500.2,6483.3,9.75K,0.03%
6493.2,6515.2,6522.9,6485.7,189.85K,0.16%
6483.1,6508.35,6523.65,6473.25,141.98K,-0.63%
6524.05,6530,6541.2,6506,172.47K,0.11%
6516.65,6532.45,6574.95,6497.65,179.31K,0.19%
6504.2,6447.25,6518.45,6432.7,177.34K,0.17%
6493.1,6491.75,6561.45,6476.65,167.86K,-0.37%
6516.9,6497.5,6546.15,6487.3,174.98K,0.08%
6511.9,6537.35,6562.85,6494.25,239.00K,-0.39%
6537.25,6491.7,6562.2,6487.35,242.14K,0.16%
6526.65,6413.95,6537.8,6413.55,284.92K,1.96%
6401.15,6344.75,6406.6,6339.7,180.73K,1.15%
6328.65,6328.45,6336.25,6287.8,160.30K,0.49%
6297.95,6216.75,6302.15,6215.7,166.82K,1.23%
6221.45,6264.35,6277.75,6212.25,144.56K,-0.88%
6276.95,6228.45,6282.7,6228.1,180.60K,0.61%
6238.8,6202.45,6245.95,6202.1,181.66K,0.62%
6200.05,6205.7,6216.85,6176.6,146.26K,0.23%
6186.1,6140.95,6191.85,6130.8,144.88K,0.50%
6155.45,6108.3,6159.65,6108,112.60K,1.05%
6091.45,6127.15,6129.1,6086.45,132.11K,-1.00%
6152.75,6132.05,6160.35,6125.75,95.25K,0.42%
6127.1,6071.3,6141.7,6066.8,126.64K,0.89%
6073.3,6057.1,6080.65,6038.3,108.49K,0.41%
6048.35,6023.75,6056.4,5984.6,140.20K,0.79%
6001.1,6087.55,6094.4,5991.1,153.65K,-1.36%
6084,6085.35,6106.6,6077.4,138.55K,0.35%
6062.7,6072.45,6081.85,6053.25,150.52K,0.15%
6053.45,6072.8,6083.05,6046.4,133.07K,-0.16%
