Price,Open,High,Low,Vol.,Change %
1075.4,1067.65,1082,1067.65,66.03M,0.74%
1067.45,1072.85,1072.85,1058.8,50.69M,-0.39%
1071.65,1071.35,1076.45,1068.85,58.95M,0.03%
1071.35,1083.25,1088.75,1068.7,49.77M,-0.81%
1080.1,1085.85,1089.7,1077,59.84M,-0.48%
1085.3,1089.6,1098.6,1081.7,47.72M,-0.38%
1089.4,1092.85,1096.95,1087.5,53.73M,-0.32%
1092.85,1091.35,1099,1090,55.75M,0.14%
1091.35,1093.25,1099.8,1082.65,64.35M,-0.16%
1093.15,1109.55,1121.75,1089.05,84.63M,-1.45%
1109.2,1090.25,1116.05,1078.95,83.52M,1.73%
1090.3,1094.15,1104.8,1085.3,59.75M,-0.35%
1094.15,1109.45,1112.6,1090.2,55.22M,-1.41%
1109.8,1089.45,1118.5,1089.45,60.43M,1.95%
1088.55,1098.15,1105.9,1073.45,71.15M,-0.88%
1098.2,1098.8,1105.35,1093.6,68.97M,-0.42%
1102.8,1110,1119.4,1098.7,74.87M,-0.64%
1109.9,1100.55,1114.55,1097.9,67.83M,0.89%
1100.15,1093.05,1111.55,1093.05,61.39M,0.36%
1096.2,1072.4,1099.25,1072.4,74.41M,2.23%
1072.25,1063.45,1074.85,1062.9,61.87M,1.08%
1060.75,1054.95,1065.25,1054.1,49.61M,0.52%
