Price,Open,High,Low
5922.5,5894.35,5927.65,5886.45
5897.85,5920.05,5924.15,5879.1
5903.5,5929.1,5953.7,5883.65
5938.8,5936.45,5978.5,5927.6
5959.2,5988.05,5990.9,5953.15
5956.9,5948.2,5970.35,5946.9
5987.25,6025.2,6038.5,5981.25
5998.9,6040.95,6052.95,5983.2
6034.75,6045.65,6058.05,6025.15
6055.75,6065,6071.95,6044.15
6049.9,6064.7,6111.8,6042.45
6074.8,6082.1,6088.4,6061.4
6074.65,6024.5,6080.55,6014.45
6019.35,6046.2,6065.3,6007.85
6054.3,6052.85,6069.8,6021.15
6048.5,6080.15,6101.3,6040.5
6082.3,6085.75,6094.35,6065.1
6064.4,6059.85,6083.4,6048.3
6039.2,6001.25,6053.2,5988.1
6001.85,6049,6055.95,5992.05
6056.6,6037.85,6068.5,6018.6
6024.05,5967.2,6036.9,5962.15
5951.3,6012.4,6018.85,5940.6
5968.65,5998.8,6005.15,5947.3
5971.5,6006.2,6020.1,5958.45
6001.7,5983.45,6007.05,5964.4
5988.4,6042.15,6042.15,5977.15
6016.15,6011.95,6020.75,5981.55
6009.5,6015.8,6017,5986.55
5993.25,5982.6,6006.05,5982
5950.85,5937.65,5963.9,5935.2
5905.1,5901.2,5919,5897.15
5908.35,5887.15,5915.75,5879.5
5870.1,5930.2,5930.8,5864.7
5905.6,5864.95,5917.3,5859.55
5855.75,5869,5871.9,5844.7
5847.7,5888,5888,5841.65
5916.4,5934.45,5937.6,5881.45
5929.6,5917.3,5939.4,5910.8
5896.8,5873.6,5905.8,5823.15
5857.9,5860.5,5886.05,5850.15
5879.6,5846.9,5886.1,5839.15
5851.5,5900.35,5907.45,5841.35
5888,5917.8,5924.6,5874.25
5898.8,5923.8,5965.15,5865.45
5908.9,5916.05,5919.95,5888.1
5907.4,5934,5949.85,5888.65
5930.9,5926.3,5942.55,5838.9
5900.5,5906.6,5917.8,5891.35
5889.25,5866.8,5894.95,5859
5870.95,5878.25,5899.15,5854.6
5879.85,5836,5885.25,5827.85
5825,5736.7,5833.5,5736.1
5727.45,5658.5,5733.2,5658
5635.9,5648.65,5649.2,5623.45
5626.6,5635.45,5637.75,5593.55
5627.75,5628.6,5643.35,5608
5614.8,5582.5,5620.2,5561.4
5571.55,5604.8,5613.7,5548.35
5571.4,5577.3,5592.75,5549.25
5574.05,5624.8,5650.15,5559.8
5631,5650.35,5651.65,5603.55
5666.95,5689.7,5698.25,5660.35
5683.7,5688.45,5718.9,5665.75
5686.25,5731.1,5751.7,5677.75
5738.75,5709,5744.5,5693.95
5760.1,5718.6,5777.3,5711.4
5724.4,5694.1,5730.8,5693.65
5704.2,5693.05,5709.2,5679.5
5697.7,5696.35,5711.3,5682.55
5645.05,5609.85,5649.75,5601.95
5619.7,5596.75,5624.4,5583.05
5597.9,5656.35,5689.9,5589.9
5665.6,5665.2,5698.3,5645.1
5664.3,5683.55,5697.2,5641.75
5705.3,5688.8,5718.75,5685.7
5691.4,5715.65,5720.8,5681.45
5717.15,5667.6,5721.55,5658.05
5684.25,5703.3,5711.7,5660
5718.7,5675.3,5722.5,5650.55
5660.25,5681.1,5684.35,5633.9
5648,5705.6,5714,5635.6
5687.25,5674.25,5693.7,5651.05
5676.05,5681.7,5725,5659.35
5708.05,5663.5,5721.1,5636.95
5652.15,5671.15,5686.5,5647.05
5704.6,5708.15,5728.65,5677.9
5676,5751.85,5751.85,5666.2
5746.95,5815,5815.35,4888.2
5787.6,5751.55,5807.25,5751.35
5731.25,5727.7,5743.25,5715.8
5718.8,5704.75,5722.95,5694
5703.3,5684.8,5735.15,5683.45
5649.5,5673.75,5693.7,5639.7
5663.45,5653.4,5672.8,5638.65
5673.9,5674.9,5702.7,5652.45
5669.6,5691.95,5709.85,5662.75
5691.15,5577,5720,5575.45
5554.25,5536.95,5581.35,5534.9
5600.05,5602.4,5620.55,5586.45
5610,5631.75,5652.2,5585.15
5577.65,5528.35,5586.65,5526.95
5435.35,5435.2,5447.45,5421.85
5431,5404.45,5435.55,5393.95
5390,5336.1,5393.35,5332.1
5363.45,5361.9,5375.45,5349.1
5358.7,5343.65,5366.3,5343.45
5342.1,5309.45,5347.15,5309.2
5238.4,5217.65,5260.6,5217.65
5225.7,5243.9,5259.5,5215.7
5274,5249.15,5278.35,5233.2
5253.75,5276.5,5295.8,5243.15
5258.5,5298.2,5303.25,5238.9
5315.05,5268.6,5342.8,5255.05
5287.8,5343.85,5345.5,5282.7
5334.6,5348.05,5359.25,5312.6
5350.25,5387.85,5399.15,5346.65
5386.7,5392.6,5399.65,5371
5415.35,5426.15,5448.6,5393.85
5412.85,5395.75,5433.35,5394.8
5421,5368.7,5425.15,5368.7
5366.3,5368.6,5399.95,5341.7
5362.95,5385.95,5390.65,5356.65
5380.35,5343.25,5387.05,5328.8
5347.9,5316.35,5352.45,5309.05
5320.4,5308.2,5330.1,5294.1
5322.95,5348.3,5368.2,5312.1
5338,5345.25,5377.6,5331.05
5336.7,5295.4,5350.1,5281.65
5282.55,5260.85,5293.2,5260.85
5215.7,5195.6,5220.2,5164.65
5227.75,5233.1,5236.9,5209.95
5240.5,5220.7,5246.35,5212.65
5229,5214.85,5234.55,5154.05
5199.8,5129.75,5206.6,5129.75
5099.85,5124.3,5149.95,5077.5
5043,5126.3,5126.3,5032.4
5109.6,5118.4,5121.6,5076.6
5128.2,5128.8,5144,5103.25
5117.95,5163.25,5164.2,5108.1
5205.1,5233.55,5238.7,5197.5
5242.7,5249.85,5257.75,5233.15
5216.3,5199.1,5222.85,5169.05
5192.85,5228.05,5236.7,5181.7
5197.25,5232.35,5246.85,5190.45
5227.25,5242.75,5267.15,5216.85
5235.25,5240,5261.75,5217.7
5306.3,5315.25,5336.45,5300.25
5345.35,5286.6,5348.55,5284.55
5275.15,5283.7,5300.6,5257.75
5316.95,5324.7,5327.2,5287.75
5327.3,5297.05,5333.65,5288.85
5302.55,5310.4,5317.65,5273.3
5287.95,5298.85,5317,5265.95
5278.6,5283.85,5302.15,5263.35
5278.9,5191.25,5286.25,5189
5149.15,5148.95,5159.05,5125.3
5141.9,5149.45,5160.1,5129.25
5120.8,5107.45,5134.55,5095.5
5114.65,5158.5,5194.6,5105.65
5146.05,5101.75,5159.8,5094
5165,5097.35,5170.4,5093.45
5120.55,5114.55,5141.7,5100.7
5103.85,5050.8,5113.6,5048.1
5064.25,5174,5190.2,5041.7
5139.05,5069.55,5146.2,5069.15
5054.75,5105.1,5130,5047.6
5121.45,5117.55,5144.9,5095.45
5115.9,5015.5,5128.9,5015.15
5054.1,5096.7,5124.45,5040.7
5068.35,5044.25,5084.45,4994.8
5049.65,5035.35,5059.65,5007.75
4997.1,4886.65,5010.45,4886.15
4863.3,4869.45,4898.95,4847.7
4848.15,4797.3,4858.3,4770.35
4841.6,4910.85,4925,4831.75
4924.25,4896.1,4949.25,4883.55
4950.75,4964.25,4982.25,4944.9
4990.1,5005.35,5020.15,4982.15
4985.65,4931.7,4994.95,4931.3
4920.4,4905.95,4935.8,4889.35
4921.4,4863.4,4931.9,4830.15
4835.65,4843,4853.75,4803.95
4860.5,4954.7,4956.35,4849.9
4906.05,4888.5,4937.5,4888.5
4891.45,4796.4,4908.5,4788.95
4870.2,4878.6,4922.25,4850.2
4858.25,4875.3,4882.25,4837.05
4942.8,4869.85,4955.2,4868.55
4907.8,4934.35,4957.2,4874.5
4928.9,4938.85,4976.25,4906.15
4965.7,4984.15,5039.3,4950.3
4974.8,4967.9,5016.25,4956.45
4999.95,5114.7,5119.95,4983.6
5114.15,5017.8,5124.75,4988
5086.85,5166.65,5177.2,5070.6
5188.4,5211.2,5217.3,5180.65
5239.15,5254.3,5279.6,5226.45
5248.15,5201.45,5262.15,5201.45
5190.6,5189,5223.05,5154.3
5189,5214.75,5215.6,5179.05
5202,5222.2,5236.1,5160.65
5222.65,5215.9,5232.35,5180.35
5200.6,5277.4,5310.55,5187.15
5290.85,5313.95,5336.15,5245.45
5332.4,5320.6,5342.45,5291.3
5300,5320.7,5342,5293.45
5289.7,5266.6,5298.2,5208.35
5226.2,5190.6,5233.5,5183.5
5207.45,5255.7,5306.75,5185.4
5276.85,5246.75,5290.6,5246.75
5226.85,5209.45,5263.65,5190.8
5243.6,5254.1,5255.8,5211.85
5234.4,5282.5,5287.9,5228
5322.9,5328.65,5338.4,5305.3
5358.5,5353.2,5378.75,5344.45
5317.9,5296.35,5331.55,5278.8
5295.55,5206.6,5307.1,5203.65
5178.85,5145.95,5194.3,5135.95
5194.75,5231.7,5236.55,5169.6
5243.15,5242.95,5277.95,5184.65
5184.25,5274.35,5274.95,5174.9
5278.2,5255.65,5312,5220
5228.45,5361.1,5385.95,5205.65
5364.95,5267.2,5372.35,5256
5274.85,5257.15,5297.35,5233.25
5257.05,5337.35,5340.7,5238.55
5317.9,5380.35,5445.65,5305
5380.5,5462.5,5462.5,5362.3
5463.9,5490.55,5499.4,5437.8
5429.5,5391.05,5438.65,5390.8
5359.55,5420.1,5421.9,5327.3
5333.55,5294.1,5342.3,5291.6
5220.45,5207.05,5243.85,5171.45
5222.4,5266,5382.05,5206.4
5280.35,5342.55,5344.5,5265.7
5359.4,5360.05,5369.6,5353.4
5359.35,5369.45,5392.55,5315.05
5339.75,5366,5372.45,5297.5
5385.2,5424.95,5458.8,5352.25
5375.5,5310.5,5391.1,5306.45
5281.2,5448.1,5449.8,5268.15
5429.3,5479.15,5521.4,5405.9
5483.3,5490.05,5537.4,5460.8
5505.35,5609.75,5629.95,5491.35
5607.15,5561.9,5621.5,5561.75
5564.3,5574.2,5606.7,5545.2
5521.95,5513.75,5531.4,5483.75
5531.95,5460.6,5542.1,5460.6
5416.05,5380.8,5428.05,5377.95
5390.2,5382.1,5421.05,5351.4
5381.6,5399.8,5427.75,5341.05
5412.35,5343.05,5423.4,5338.9
5368.15,5343.8,5396.9,5325.2
5335.15,5412.95,5413.35,5322.95
5361.65,5379.45,5390.05,5327.25
5325.85,5276.1,5334.85,5255.55
5269.9,5272.1,5289.95,5225.75
5235.7,5198.15,5244.6,5159
5199.25,5125.25,5215.4,5120.15
5087.3,5163.55,5166.15,5076.7
5204.7,5216.75,5217,5162.4
5158.3,5151.5,5174.15,5130.25
5127.35,5064.8,5141.05,5049.8
5046.25,5025.35,5059.55,5021.35
5048.6,5044.85,5064.15,5004.3
5018.4,4995,5023.8,4991.4
4955.8,4977.75,4980.65,4931.05
4967.3,4904.5,4975.55,4904
4873.9,4844,4880.8,4827.05
4866,4861.95,4898.85,4834.2
4831.25,4840.95,4869.2,4803.9
4860.95,4863.15,4877.2,4841.6
4849.55,4771.85,4855.9,4768.25
4742.8,4747.55,4758.7,4695.45
4746.9,4755.6,4759.4,4743.05
4754.1,4724.15,4794.9,4686.85
4749.95,4749,4779.8,4730.15
4749.65,4774.95,4782.85,4728.85
4765.3,4675.8,4773.1,4675.8
4636.75,4640.2,4645.95,4588.05
4624.3,4659.95,4690.45,4608.9
4646.25,4681.15,4701.8,4639.05
4705.8,4756.2,4756.2,4685.65
4750.5,4780.2,4800.5,4723.65
4779,4718.15,4787.25,4718.15
4714,4763.2,4763.45,4693.2
4733.85,4636.9,4740.6,4632.95
4693.15,4636.45,4707.35,4601.95
4544.2,4635.8,4637.25,4531.15
4613.1,4623.15,4623.15,4555.9
4651.6,4752.5,4818.85,4628.2
4746.35,4712.8,4768.65,4673.85
4763.25,4788.7,4839.55,4750.4
4800.6,4733.6,4824.7,4728.5
4764.6,4906.85,4910.25,4755.55
4866.7,4870.75,4918.35,4841.75
4943.65,5037.4,5049.05,4921.45
5062.6,5050.1,5099.25,5032.25
5039.15,5036.5,5055.4,5002.55
5050.15,4940.85,5062.55,4918.4
4936.85,4970.85,5011.9,4916.7
4832.05,4766.15,4851.55,4754.8
4805.1,4864.2,4866.1,4787.1
4851.3,4769.3,4859.1,4766.4
4710.05,4731.3,4767.3,4693.1
4756.45,4707.55,4771.1,4639.1
4706.45,4779.5,4779.5,4640.95
4812.35,4794.85,4854,4782.55
4778.35,4873.8,4873.8,4764.8
4905.8,4899.15,4915.9,4837.95
4934.75,5027.1,5036.8,4919.45
5030.45,5059.1,5065.2,4989.5
5068.5,5131.2,5158.75,5052.85
5148.35,5217.35,5228.9,5140.55
5168.85,5159.75,5198.6,5142.25
5221.05,5309.7,5317.5,5211.75
5289.35,5292.25,5304.25,5252
5284.2,5325.4,5326.45,5256.8
5265.75,5241.55,5281.6,5201.85
5258.45,5216.75,5300.1,5204.95
5257.95,5278.6,5310.85,5238.3
5326.6,5358.9,5360.25,5314.6
5360.7,5341.9,5399.7,5322.8
5201.8,5214.95,5219.25,5196.15
5191.6,5137.9,5211,5085.55
5098.35,5114.7,5145.65,5084.75
5049.95,5106.6,5120.75,5037.95
5091.9,5086.55,5099,5033.95
5139.15,5080.45,5148.05,5075.3
5037.5,5049.45,5057.5,5011.05
5118.25,5156.2,5160.2,5084.5
5132.3,5057.35,5141.4,5056.6
5077.85,5130.8,5136.95,5067.65
5099.4,5011.2,5109.8,4997.65
4974.35,5019.9,5045.1,4964
4979.6,4886.85,4991.15,4882.05
4888.05,4883.65,4922.6,4861.2
4751.3,4791.3,4827.8,4741
4772.15,4823.5,4869.75,4728.3
4849.5,4874.4,4879.15,4823.9
4943.25,4990.15,5025.55,4924.3
5015.45,4924.2,5034.25,4906
4945.9,5005.5,5006.05,4918.45
4971.25,4905.15,4982.95,4905.15
4835.4,4878.6,4879.8,4758.85
4867.75,4873.75,4930.25,4829.6
4923.65,5054.45,5059.85,4907.75
5133.25,5153.75,5168.4,5109.85
5140.2,5042.55,5149.9,5035.25
5031.95,5068.4,5068.4,5019.25
5084.25,5123.35,5143.6,5068.1
5075.7,5062.35,5091.45,4967.45
5012.55,4965.05,5026.15,4917.4
4940.95,4977.8,5030.15,4911.05
4946.8,4981.7,4985.6,4911.25
5059.45,5161.3,5163.75,5046.8
5153.25,5139.2,5169.25,5098.25
5124.65,5080.15,5154.5,5076.3
5064.3,4993.35,5072.9,4942.9
5017.2,4998.9,5030.3,4964.45
5040,5109.8,5113.7,4993.35
5001,4973.25,5016.25,4927.55
4919.6,4806.2,4934.4,4806.05
4747.8,4839.25,4872,4720
4839.6,4914.65,4915.85,4825.05
4888.9,4934.35,4962.4,4875.3
4948.9,4925.15,4965.8,4863.8
4898.8,4843.7,4910.05,4808.75
4845.65,4859.3,4893.6,4796.1
4944.15,5077.95,5078.6,4932.15
5056.6,5030.3,5112.15,5017.25
5035.8,5125.75,5132.2,5015.4
5072.95,5194.4,5194.45,5053.35
5138.3,5128,5184.95,5121
5161,5196.55,5197.95,5123.35
5072.85,4947.9,5167,4946.45
5118.5,5083.85,5204.2,5054.05
5211.25,5204.35,5229.65,5116.45
5331.8,5412.4,5434.5,5323.15
5404.8,5402,5422.6,5378.85
5456.55,5493.2,5496.3,5433.65
5516.8,5527.5,5551.9,5486.45
5482,5479,5520.3,5453.95
5487.75,5492.4,5512.1,5475.65
5546.8,5588.55,5591.7,5521.5
5574.85,5688.45,5702.25,5560.15
5680.3,5633.8,5700.55,5616.7
5633.95,5576.95,5642.2,5567.1
5541.6,5554.6,5578.9,5532.7
5567.05,5642.05,5645.4,5555.1
5613.55,5569.85,5627.65,5557.2
5567.05,5581.75,5596.6,5550.95
5581.1,5602.95,5631.7,5562.75
5599.8,5569,5653.95,5541.7
5585.45,5542.05,5596.15,5541.4
5526.15,5556.9,5580.25,5496.95
5616.1,5648.05,5652.9,5601.7
5660.65,5734.65,5740.4,5651.05
5728.95,5633.35,5737.15,5632.95
5625.45,5622.7,5655.4,5610.75
5632.1,5659.85,5659.85,5612.3
5650.5,5679.55,5679.65,5633.1
5627.2,5705.75,5705.8,5609.75
5647.4,5614.5,5657.9,5606.1
5600.45,5566.5,5608.65,5566.5
5545.3,5548.85,5558.3,5496.35
5526.6,5441.2,5552.65,5434.25
5471.25,5343.4,5477.85,5343.4
5320,5269.1,5330.6,5252.25
5278.3,5304.65,5310.5,5262.5
5275.85,5280.8,5322.45,5257
5257.9,5372.2,5377.4,5195.9
5366.4,5412.5,5421.15,5355.85
5396.75,5419.65,5447.5,5389.8
5447.5,5494.45,5499.35,5438.95
5500.5,5485.6,5520.15,5484.2
5482.8,5469.85,5496.7,5436.95
5485.8,5518.05,5521.45,5457.45
5521.05,5523.55,5540.1,5502.05
5526.85,5535.25,5556.6,5514.9
5556.15,5509.15,5570.1,5507.8
5532.05,5504.3,5542.65,5479.85
5516.75,5565.7,5604.95,5507.2
5550.35,5529.9,5568.2,5521.95
5592,5561.05,5597.35,5559.45
5560.15,5492,5571.6,5489.7
5473.1,5493.75,5509.3,5458.6
5476.1,5413.7,5485.8,5413.6
5412.35,5372.75,5422.2,5356.35
5348.95,5389.1,5389.1,5328.7
5394.85,5385.1,5422.6,5367.45
5386.55,5456.7,5456.7,5373
5486.35,5450.65,5517.55,5432.75
5428.1,5448.15,5452.6,5411.25
5420.6,5448.2,5460.5,5401.25
5438.95,5496.1,5523.85,5421.05
5499,5541.7,5541.8,5487.65
5544.75,5492.35,5605,5472.15
5486.15,5537.8,5572.5,5476.3
5565.05,5547.2,5574.7,5525
5541.25,5555.55,5592.9,5514.55
5551.1,5575.2,5586.05,5502.4
5551.45,5477.65,5564.4,5472.45
5459.85,5531.6,5560.3,5443.65
5537.15,5567.7,5578.8,5503
5565.25,5689.7,5710.8,5554.85
5701.3,5766.9,5775.25,5687.7
5749.5,5782.5,5804.3,5706.05
5785.45,5851.35,5856.4,5776.95
5833.9,5884.2,5892.35,5819.95
5868.4,5876.85,5893.2,5791.55
5874.5,5859.6,5906.6,5857
5884.7,5882.85,5912.9,5864.35
5851.65,5786.05,5857.35,5759.65
5740.75,5716,5762.95,5693.25
5729.1,5824.35,5897.9,5722.25
5824.55,5898.75,5907.35,5806.45
5911.5,5747.95,5923.6,5735.55
5785.7,5805.35,5830.3,5777.9
5842,5886.75,5926.95,5822
5885.7,5888.55,5906.1,5866.25
5891.75,5908,5944.45,5868.8
5910.05,5923.85,5928.65,5855.85
5908.45,5842,5918.7,5833.2
5826.05,5835,5860.2,5810.4
5833.75,5803.05,5872,5778.65
5787.65,5755.8,5803.15,5753.9
5736.35,5686.5,5770.35,5680.7
5687.25,5645.25,5709.1,5643.2
5654.25,5588.65,5667.1,5560.95
5522.4,5501.8,5529,5496.1
5480.25,5411.4,5484.95,5401.95
5413.85,5390.85,5428.15,5376.15
5364.75,5408.75,5413.3,5348.2
5373.7,5475.35,5483.05,5366.4
5446.65,5455.4,5510.05,5435.3
5511.15,5475.95,5535.1,5475.95
5449.65,5420,5497.85,5373.65
5531.5,5436.5,5537.3,5434.25
5445.45,5456.15,5502.7,5411.55
5494.4,5516.1,5516.3,5468.45
5531,5542.4,5563.3,5477.45
5520.8,5466.1,5530.55,5464.75
5463.15,5490.05,5491.25,5408.45
5538.75,5586.2,5608.2,5524.1
5536.2,5478.45,5570.75,5468.25
5522.3,5382,5533.05,5373.55
5333.25,5330.15,5477,5308.6
5303.55,5321.05,5338.2,5232.75
5262.7,5408.75,5423.4,5242.5
5437.35,5452.45,5495.2,5427.55
5469.2,5504.4,5519.45,5437.3
5518.6,5456.6,5526.25,5413.1
5458.95,5557.55,5599.25,5441.95
5546.45,5501.7,5553,5463.4
5481.7,5467.6,5504.8,5460.35
5481,5467.75,5506.5,5408.35
5456,5340.25,5463.8,5340.25
5310,5219.65,5319.45,5177.7
5225.8,5246.05,5272.6,5196.8
5253.55,5293.05,5339.45,5225.65
5312.55,5432.35,5432.35,5303.4
5396,5430.15,5440.35,5376.95
5395.75,5519.9,5556.3,5369.05
5526.75,5430.45,5532.65,5418
5432,5469.55,5490.6,5415.65
5417.2,5537.3,5539.15,5402
5505.9,5452.55,5526.85,5416.65
5512.15,5614,5614.4,5459.55
5604.3,5725.3,5726.1,5594.95
5687.4,5763.3,5801.55,5680.65
5743.25,5717.1,5756,5697.75
5696.5,5692.05,5717.55,5674.5
5711.6,5656,5729.45,5634.5
5691.05,5737.35,5747.65,5662.55
5724.05,5682.55,5730.5,5671.25
5654.75,5648.8,5696.15,5624.15
5654.55,5752.1,5833.65,5639.65
5751.9,5850.75,5857.75,5736.7
5863.25,5800.05,5874.2,5711.3
5754.1,5767.95,5842.6,5698.2
5762.85,5901.3,5907.25,5740.95
5904.6,6030.9,6051.2,5883.6
6048.25,6107,6116.15,6022.3
6079.8,6141.35,6141.35,6062.35
6146.35,6172.75,6181.05,6124.4
6157.6,6177.45,6178.55,6147.2
6134.5,6105.1,6147.3,6103.55
6101.85,6062.35,6106.4,6062.35
6060.35,6005.15,6067.55,6002.85
5996,6005.35,6010.9,5982.25
5998.1,6013.3,6045.75,5991.1
6011.6,5940.25,6017.35,5940.25
5980,6005.9,6006.45,5964.6
5984.4,6019,6023.8,5958
6000.65,5960.4,6007.45,5960.05
5947.05,5926.85,5985,5900.25
5948.75,5910.55,5956.15,5855.05
5892.3,5931.15,5942.75,5865.8
5944.1,5928.7,5953.95,5888.75
5907.65,5882.65,5913.8,5795.9
5857.35,5761,5865.5,5721.15
5766.5,5924.25,5927.3,5742.3
5903.7,5954.4,5960,5878.6
5976.55,5995.05,6001,5939.7
5992.25,6033.65,6069.45,5981.7
5992.8,6013.35,6025.4,5964.25
6011.7,6023.05,6029.5,5980.6
5960.9,5871,5971,5865.55
5862.7,5811.6,5892.25,5768.35
5830,5789.95,5843.15,5754.7
5751.95,5828.55,5838.5,5690.35
5799.75,5883.95,5907.1,5780.35
5865.75,5946.8,5976.65,5833.6
5934.75,5971.55,5973.35,5824.95
6010,5920.9,6020.25,5905.15
5890.3,6011.3,6013.25,5863.95
5998.8,6075.95,6076.2,5906.75
5988.7,6143.45,6144.05,5970.6
6121.6,6079.9,6128.75,6039.4
6071.65,6182.3,6202.5,6056.75
6194.25,6286.35,6296.55,6179.5
6275.7,6303.2,6307.65,6269.25
6301.55,6281,6310.9,6243.55
6273.2,6335.25,6335.9,6265.35
6312.45,6321.85,6338.5,6303.1
6281.8,6209.6,6290.15,6199.35
6160.5,6150.6,6182.5,6146.8
6119,6127.55,6138.1,6094.4
6117.55,6092.3,6132.4,6084.75
6017.7,6021.15,6032.65,5937.1
5987.7,6039.95,6071.1,5968.1
6012.65,6075.45,6075.95,5987.55
6082,6116.3,6120.25,6074.65
6105.8,6101.25,6151.3,6094.6
6066.05,6113.4,6121.1,6041.35
6101.5,6008.9,6113.5,5984.9
5982.1,6002.95,6038.1,5966.75
6027.3,6114.45,6127.05,6008.15
6075.95,6112.75,6115.1,5985.1
6062.65,6175.9,6200.6,6050.35
6177.35,6234.3,6284.1,6157.9
6233.9,6091.45,6240.25,6089.75
6090.9,6135.95,6144.95,6057.95
6135.85,6105.95,6187.75,6105.95
6103.45,6121.4,6148.6,6067
6120.3,6186.85,6199.45,6107.5
6186.45,6150.95,6223.4,6148.6
6145.8,6159.45,6188.35,6118.05
6159.45,6144.7,6222.1,6144.7
6143.4,6030.3,6153.1,6030.3
6029.95,5991.35,6048.45,5963.6
5991.3,6029.15,6071.55,5979.65
6029.5,6036.05,6049.8,5991.3
6035.65,6018.3,6073.5,6018.3
6018.3,5959.45,6029.1,5951.2
5959.55,5991.05,6006.8,5932.4
5991,6008.4,6037.4,5946.45
6009.05,5980.5,6032.8,5961.85
5980.45,5885.05,5989.5,5885.05
5884.95,5828.7,5898.4,5828.7
5828.7,5861.1,5901.65,5815.8
5860.95,5795.25,5869.45,5792.2
5795.55,5760.3,5838.45,5760.3
5760,5639.2,5770.6,5639.2
5640.05,5608.3,5647.45,5608.1
5607.85,5604.25,5625.3,5567.75
5604,5575.9,5625.5,5571.65
5576.95,5479.55,5589.4,5479.55
5479.4,5486.3,5510.4,5473.65
5486.15,5471.9,5513.95,5471.85
5471.85,5403.05,5478.6,5403.05
5402.4,5413.55,5413.9,5348.9
5415.45,5408.9,5469,5390.35
5408.7,5489.6,5495.2,5391.95
5477.9,5462.1,5486.55,5454.7
5462.35,5505.3,5506.15,5452.55
5505.1,5541.1,5547.25,5488.45
5543.5,5531.15,5549.8,5519.4
5530.65,5540.8,5546.6,5513.35
5540.2,5478.25,5544.7,5478.1
5479.15,5416.25,5487.95,5416.25
5414.15,5422.15,5443.55,5408.8
5418.3,5452.1,5465.25,5397.4
5452.1,5420.65,5476.5,5415.5
5416.45,5418.7,5431.1,5372.45
5420.6,5460.7,5474.6,5412
5460.7,5486.8,5491.45,5445.35
5486.15,5439.8,5492.3,5433.25
5439.25,5448.25,5471.9,5431.35
5447.1,5470.15,5487.15,5443.1
5467.85,5441.35,5481.9,5428.4
5439.55,5432.5,5459.2,5426.4
5431.65,5369.55,5438.85,5351.3
5367.6,5408.4,5413.25,5349.2
5408.9,5397.85,5415.85,5381.55
5397.55,5436.1,5447.85,5386.25
5430.6,5420.2,5450.95,5407.2
5418.6,5446.55,5466.25,5409.2
5449.1,5441.9,5477.5,5435.15
5441.95,5399.15,5447.15,5372.2
5399.35,5368.85,5409.1,5368.85
5368,5387,5416.45,5353.6
5386.45,5392.7,5409.1,5361.5
5393.9,5376.65,5401.35,5374.4
5378.75,5387.1,5399.2,5360.6
5386.15,5402,5453.45,5371.7
5400.65,5370.2,5406.2,5357.85
5383,5352.25,5402.7,5351.6
5352.45,5297.2,5359.05,5297.2
5296.85,5242,5320.5,5242
5241.1,5293.1,5296.75,5233.45
5289.05,5236.1,5297.45,5231.5
5235.9,5237,5252.75,5225.85
5237.1,5251.25,5277.25,5225.6
5251.4,5312.05,5312.55,5232.1
5312.5,5254.25,5320.35,5210
5256.15,5333.55,5334.15,5235.8
5333.5,5271.1,5339.45,5270.75
5269.05,5320.5,5320.5,5259.9
5320.6,5323.25,5348.3,5284.55
5323.15,5316.15,5333.3,5288.15
5316.55,5353.95,5354.35,5311.05
5353.3,5266.5,5366.75,5266.5
5262.6,5274.95,5302.3,5245.5
5274.85,5233.65,5285.55,5206.55
5233.35,5225.05,5255.65,5214.9
5222.35,5201.3,5231.45,5171.05
5197.7,5120.15,5201.25,5120.15
5119.35,5078.75,5139.05,5078.75
5078.6,4999.6,5085.2,4997.6
5000.3,4985.05,5050.6,4980.1
4987.1,5036.7,5071.35,4967.3
5034,5132.95,5132.95,5004.25
5135.5,5112.6,5147.9,5091.6
5110.5,5020.15,5125.7,5020.15
5019.85,4970.75,5031.2,4967.05
4970.2,5086.25,5086.95,4961.05
5086.3,5076.1,5097.6,5038.55
5066.55,5005.6,5077.25,5005.6
5003.1,4915.15,5016.6,4897.6
4917.4,4807.3,4925.45,4807.3
4806.75,4945.3,4946.6,4786.45
4943.95,4944.3,5029.55,4923.45
4931.15,4946.7,4946.7,4842.3
4947.6,4924.3,4980.25,4924.3
4919.65,5065.1,5065.1,4908.15
5066.2,5059.55,5105.2,5024.25
5059.9,5093.9,5094.55,4966.25
5093.5,5180.55,5192.75,5070.95
5178.9,5157.55,5212.7,5147.95
5156.65,5133.75,5172.85,5098.8
5136.15,5189.75,5206.7,5126.5
5193.6,5026.6,5203.3,5026.6
5018.05,5072.3,5085.65,4984.6
5090.85,5124.4,5124.9,5037.75
5124.9,5148.35,5148.35,5056.5
5148.5,5223.9,5250.15,5134.85
5222.75,5278.4,5278.7,5210.05
5278,5254.2,5294.8,5254.2
5254.15,5215.25,5264.75,5214.8
5215.45,5308.2,5308.25,5202.45
5308.35,5322.1,5330.55,5301.4
5322.45,5299.35,5342.35,5299.35
5304.1,5269.65,5311.05,5269.65
5269.35,5248.6,5331.8,5221.1
5244.9,5230.3,5266.3,5230.3
5230.1,5208.3,5257.25,5208.3
5203.65,5279.05,5279.05,5160.9
5262.6,5273.4,5283.05,5237.55
5273.6,5323.3,5373.15,5265.3
5322.95,5340.85,5356.5,5301.7
5339.7,5354.15,5382.15,5324.9
