Price,Open,High,Low
7791.4,7746.2,7798.7,7707.6
7748.7,7792.9,7799.9,7722.65
7790.45,7828.2,7840.95,7748.6
7830.6,7796.25,7835.65,7771.65
7795.75,7794.9,7809.2,7752.9
7767.85,7708.2,7773.85,7704.8
7684.2,7701.65,7722.1,7674
7663.9,7630.25,7685,7595.5
7640.45,7612.7,7655.65,7612.7
7624.4,7564.15,7640.1,7532.45
7526.65,7491.3,7534.9,7459.15
7454.15,7469,7478.45,7422.15
7459.6,7584.1,7625.85,7447.2
7567.75,7589.5,7731.05,7479.05
7585,7637.95,7650.1,7551.65
7623.2,7804.05,7808.85,7595.9
7787.15,7780.4,7792,7755.1
7751.6,7718.1,7758,7661.3
7714.8,7734.35,7754.65,7706.8
7725.15,7683.05,7732.4,7677.3
7634.7,7629,7649.5,7618.15
7611.35,7534.05,7623.65,7531.6
7508.8,7514.2,7538.75,7482.3
7493.2,7554.1,7570.2,7481.3
7569.25,7588.55,7589.25,7557.05
7580.2,7515.2,7593.35,7515.2
7493.35,7514,7534.8,7441.6
7511.45,7543.3,7560.55,7497.3
7540.7,7580.05,7606.45,7502.55
7558.2,7636.05,7663,7515.5
7631.7,7525.05,7637.6,7509.25
7533.55,7534.8,7548.6,7487.55
7542.1,7668.2,7678.5,7525.35
7649.9,7641.3,7658,7593.8
7626.85,7672.4,7700.05,7589.05
7656.4,7679.05,7683.2,7579.3
7654.6,7621.65,7673.7,7580.25
7583.4,7521.5,7592.7,7497.65
7474.1,7399.75,7484.7,7360.5
7402.25,7417.55,7433.3,7391.35
7415.85,7375.35,7424.95,7342.15
7362.5,7264.05,7368.6,7239.5
7229.95,7254.85,7272.5,7118.45
7235.65,7316.6,7325.4,7224.4
7329.65,7324.95,7344.75,7302.6
7318,7363.1,7372.95,7274.75
7359.05,7428.75,7504,7269.05
7367.1,7306.5,7381,7293.9
7276.4,7289.95,7319.55,7258.15
7252.9,7274.85,7287.15,7206.7
7275.5,7309.95,7353.65,7247.7
7263.55,7276.85,7291.1,7193.55
7203,7270.2,7563.5,7130.65
7123.15,7111.3,7152.55,7082.55
7108.75,7112,7142.25,7080.9
7108.75,7080,7172.35,7067.15
7014.25,6863.4,7020.05,6862.9
6858.8,6654.15,6871.35,6652.15
6659.85,6669.9,6688.4,6638.55
6652.55,6708.6,6718.75,6642.9
6715.3,6719.25,6743.45,6701.9
6699.35,6681.65,6741.05,6680.45
6694.8,6709.95,6737.65,6689.5
6696.4,6724.95,6780.15,6656.8
6715.25,6769,6779.7,6708.65
6761.25,6778.55,6786.25,6750.3
6782.75,6855.8,6869.85,6772.85
6840.8,6823.25,6861.6,6820.75
6815.35,6822.9,6838,6806.25
6817.65,6789.25,6825.45,6786.9
6779.4,6695.45,6783.05,6684.4
6675.3,6727.25,6748.65,6665.15
6733.1,6792.7,6813.4,6711.75
6776.3,6758.35,6789.35,6743.15
6796.4,6803.05,6819.05,6777.3
6796.2,6722,6808.7,6705.1
6695.05,6694.25,6725.15,6650.4
6694.35,6741.85,6741.85,6685.15
6736.1,6772.05,6776.75,6696.9
6752.55,6757.6,6763.5,6723.6
6721.05,6729.5,6732.25,6675.45
6704.2,6723.15,6730.05,6662.4
6695.9,6673.05,6702.6,6643.8
6641.75,6613.1,6673.95,6599.5
6601.4,6615.65,6627.45,6580.6
6589.75,6550.1,6595.55,6544.85
6583.5,6510.5,6591.5,6510.5
6494.9,6493.2,6500.2,6483.3
6493.2,6515.2,6522.9,6485.7
6483.1,6508.35,6523.65,6473.25
6524.05,6530,6541.2,6506
6516.65,6532.45,6574.95,6497.65
6504.2,6447.25,6518.45,6432.7
6493.1,6491.75,6561.45,6476.65
6516.9,6497.5,6546.15,6487.3
6511.9,6537.35,6562.85,6494.25
6537.25,6491.7,6562.2,6487.35
6526.65,6413.95,6537.8,6413.55
6401.15,6344.75,6406.6,6339.7
6328.65,6328.45,6336.25,6287.8
6297.95,6216.75,6302.15,6215.7
6221.45,6264.35,6277.75,6212.25
6276.95,6228.45,6282.7,6228.1
6238.8,6202.45,6245.95,6202.1
6200.05,6205.7,6216.85,6176.6
6186.1,6140.95,6191.85,6130.8
6155.45,6108.3,6159.65,6108
6091.45,6127.15,6129.1,6086.45
6152.75,6132.05,6160.35,6125.75
6127.1,6071.3,6141.7,6066.8
6073.3,6057.1,6080.65,6038.3
6048.35,6023.75,6056.4,5984.6
6001.1,6087.55,6094.4,5991.1
6084,6085.35,6106.6,6077.4
6062.7,6072.45,6081.85,6053.25
6053.45,6072.8,6083.05,6046.4
6063.2,6077.65,6079.95,6030.9
6036.3,6028.35,6048.35,5965.4
6022.4,6004.25,6028.05,5962.05
6000.9,5947.6,6017.8,5933.3
6001.8,6058.8,6074.85,5994.45
6089.5,6082.75,6097.85,6067.35
6073.7,6067,6082.85,6027.25
6120.25,6161,6170.45,6109.8
6126.25,6131.85,6163.6,6085.95
6135.85,6186.3,6188.55,6130.25
6266.75,6301.65,6331.45,6263.9
6345.65,6325.95,6355.6,6316.4
6338.95,6309.05,6349.95,6287.45
6313.8,6320.15,6330.3,6297.9
6303.95,6261.75,6307.45,6243.35
6261.65,6306.25,6327.1,6246.35
6318.9,6341.35,6346.5,6299.85
6320.9,6265.95,6325.2,6265.3
6241.85,6260.25,6280.35,6234.15
6272.75,6189.55,6288.2,6189.55
6171.45,6178.85,6239.1,6139.6
6168.35,6181.7,6188.05,6148.25
6174.6,6178.05,6192.1,6160.35
6162.25,6203.9,6221.5,6144.75
6191.45,6220.85,6224.7,6170.25
6211.15,6194.55,6221.7,6171.25
6221.15,6301.25,6358.3,6211.3
6301.65,6323.8,6327.2,6298.25
6304,6307.35,6317.3,6287.3
6291.1,6336.4,6344.05,6273.15
6313.8,6292.8,6324.9,6289.4
6278.9,6270.1,6302.75,6259.45
6268.4,6296.45,6301.5,6262
6284.5,6267.2,6317.5,6266.95
6274.25,6179.95,6284.5,6170.35
6166.65,6253.9,6263.75,6150.7
6217.15,6129.95,6236,6129.95
6139.05,6178.2,6190.55,6133
6154.7,6168.35,6183.25,6146.05
6168.4,6201.3,6208.6,6161.4
6237.05,6276.75,6286.85,6230.55
6307.9,6307.2,6326.6,6280.25
6332.85,6354.7,6362.25,6307.55
6363.9,6415,6415.25,6345
6259.9,6234.4,6275.35,6230.75
6241.1,6262.45,6300.55,6232
6160.95,6187.95,6209.15,6149.9
6201.85,6204.25,6225.4,6191.4
6217.85,6171.15,6228.7,6171.15
6176.1,6103.9,6182.5,6103.8
6091.85,6092,6112.95,6068.3
6057.1,6062.7,6074,6030.3
6059.1,6099.25,6112.7,6047.75
6115.35,6035.95,6123.5,6035.95
5995.45,6027.35,6049.6,5972.8
5999.05,6096.5,6097.35,5985.4
6122.9,6186.85,6204.35,6106.95
6203.35,6197.25,6212.4,6180.2
6189,6111.05,6196.8,6110.4
6056.15,6037,6101.65,6036.65
5989.6,5998.85,6042.25,5972.45
6018.05,6087.25,6108.7,6011.75
6078.8,6110.4,6141.65,6067.75
6140.75,6170.15,6185.15,6120.95
6187.25,6228.9,6288.95,6180.8
6215.15,6260.55,6269.7,6208.7
6253.15,6282.15,6304.75,6244.3
6324.95,6332.05,6342.95,6319.25
6307.2,6289.75,6332.6,6286.95
6299.15,6237.15,6309.05,6235.9
6251.7,6230.8,6269.2,6222.6
6220.9,6107.55,6228.05,6079.2
6101.1,6155.1,6168.75,6094.1
6144.9,6154,6174.75,6125.95
6164.35,6162.8,6252.45,6142.95
6178.35,6209.55,6217.95,6116.6
6202.8,6192.3,6220.1,6181.8
6204.95,6202,6218.95,6163.3
6189.35,6070.9,6201.45,6070.9
6045.85,6098.5,6110.75,6032.55
6089.05,6147.55,6156.3,6056.55
6112.7,6093,6124.1,6082.9
6096.2,6104.85,6107.6,6046.4
6020.95,6001.05,6033.95,5979.8
6007.45,5893.25,6015.5,5877.1
5928.4,5975,5981.7,5913
5906.15,5889.05,5912,5825.85
5907.3,5891.3,5950.45,5885
5909.7,5819.1,5917.6,5802.7
5780.05,5756.1,5786.45,5700.95
5735.3,5801.05,5810.2,5718.5
5833.2,5905.55,5909.2,5819.3
5882.25,5872.8,5917.65,5864.1
5873.85,5901.55,5910.55,5811.1
5892.45,5855,5938.4,5854.55
5889.75,5945.8,5989.4,5871.4
6012.1,6104.55,6130.95,5932.85
6115.55,6044.15,6142.5,6040.15
5899.45,5872.75,5916.9,5840.2
5850.2,5824.2,5857.8,5804.9
5840.55,5930.3,5957.25,5798.15
5850.6,5828,5884.3,5822.9
5850.7,5931.15,5932,5815.8
5913.15,5887.25,5924.35,5832.7
5896.75,5738.5,5904.85,5738.2
5680.4,5617.45,5688.6,5566.15
5592.95,5553.75,5625.75,5552.7
5448.1,5358.65,5460.25,5318.9
5341.45,5574.7,5580.95,5323.75
5550.75,5480.25,5564.9,5478.85
5471.8,5407.45,5493.3,5360.2
5409.05,5316.5,5428.9,5303
5285,5233.45,5317.7,5118.85
5287.45,5426.5,5427.4,5274.25
5476.5,5499.4,5528.7,5454.45
5471.75,5428.75,5478.8,5377.8
5408.45,5282.8,5418.95,5254.05
5302.55,5494.45,5504.1,5268.45
5401.45,5353.45,5417.8,5306.35
5414.75,5497.55,5499.65,5360.65
5507.85,5705.45,5716.6,5496.05
5742.3,5715.4,5754.55,5690.2
5699.3,5600.25,5704.75,5578.9
5612.4,5606.7,5644.1,5557.1
5565.65,5510.05,5577.6,5510.05
5519.1,5549.3,5561.45,5486.85
5542.25,5664.9,5664.9,5521.8
5685.4,5682.4,5721,5661.5
5677.9,5750.05,5761.85,5649
5727.85,5776.9,5808.5,5676.85
5742,5738.35,5752.1,5675.75
5755.05,5836.05,5861.3,5747.6
5831.65,5869.95,5886,5825.8
5886.2,5937.95,5944.5,5869.5
5907.5,5970.4,5990.65,5896.4
5990.5,6032.2,6047.25,5962.6
6077.8,6064.3,6093.35,6061.3
6031.8,6009.75,6064.15,6004.25
6029.2,6057.2,6066.85,6020.25
6038.05,5984.7,6051.1,5974.55
5973.3,5972.25,5989.8,5926.75
5955.25,5930.8,5966.05,5910.95
6030.8,5991.2,6038.2,5980.95
6009,6000.5,6019,5951.15
5935.1,5894.5,5948.85,5887.95
5816.7,5869.9,5879.35,5802.85
5859,5834.6,5864.95,5834.6
5811.55,5833.15,5833.85,5775.55
5867.9,5889.95,5900.45,5858.45
5836.95,5794.75,5848.2,5786.05
5770.9,5811.95,5815,5760.4
5857.55,5885.5,5898.8,5852.3
5898.85,5834.1,5904.35,5822.2
5842.2,5749.5,5852.95,5749.5
5682.35,5647.95,5699.35,5630.95
5588.7,5627.95,5635.25,5579.35
5609.1,5606.95,5666.25,5570.25
5590.25,5638.05,5640,5566.25
5667.65,5639.9,5686.15,5616.85
5655.9,5754.15,5755,5645.65
5822.25,5805.75,5828.4,5777.9
5813.6,5841.9,5863.4,5804.3
5850.05,5820.4,5854.9,5770.25
5808.4,5748.95,5819.4,5739.4
5699.1,5709.35,5729.85,5683.1
5760.2,5771.75,5792.9,5738.6
5788.8,5848.75,5868.05,5780.35
5878,5907.9,5931.65,5857.4
5881,5900.05,5972.7,5871.3
5921.4,5895,5956.55,5869.5
5923.85,5908.3,5935.2,5883.7
5919.45,5941.1,5981.6,5910.25
5939.3,5997.35,6011,5916.35
5985.95,6098.7,6106.25,5975.55
6124.05,6072.15,6133.75,6072.15
6104.3,6120.45,6125.05,6069.8
6111.25,6086.35,6127.65,6055.4
6083.15,5989.4,6099.9,5975.55
5983.55,6010.7,6015.3,5936.8
5967.05,6050.4,6081.45,5955.7
6094.5,6127.05,6147.6,6074.45
6114.1,6152.35,6180.25,6102.35
6156.9,6198,6229.45,6146.05
6187.3,6172.95,6199.95,6146.15
6169.9,6128.25,6187.3,6128.25
6146.75,6018.85,6157.1,6018.85
5995.4,5989.7,6026.2,5970.05
5980.45,6098.2,6104.95,5972.9
6107.25,6088.2,6114.55,6084.15
6094.75,6046.25,6105.3,6045.6
6050.15,6078.35,6084.7,6040.45
6069.3,6064.15,6083.55,6024.95
6043.55,5983.45,6050.5,5982.95
5971.05,5944.9,5976.5,5928.45
5944,5993.5,6000.3,5930.15
5999.35,5911.4,6019.45,5910.95
5930.2,5932.6,5962.3,5867.8
5904.1,5877.6,5918.65,5868.8
5871.45,5899.75,5907.05,5860.5
5916.3,5856.1,5924.6,5853.3
5836.9,5843.1,5844.3,5791.55
5834.4,5789.85,5844.85,5789.8
5783.1,5682.7,5794.35,5681.85
5688.7,5708.65,5732.15,5669
5688.95,5562.45,5699.25,5555.85
5568.4,5508.5,5592.85,5500.3
5528.55,5520.7,5544.5,5494.9
5594,5601.65,5610.65,5542.85
5558.7,5536.25,5569.25,5477.2
5495.1,5568.75,5603.05,5487
5542.95,5550.5,5569.2,5537.05
5553.25,5568.1,5577.3,5534.7
5574.75,5640.65,5644.45,5565.65
5672.9,5740.2,5744.95,5650.1
5748.1,5701.7,5754.6,5687.15
5704.4,5697.35,5720.95,5675.9
5682.55,5647.75,5692.95,5604.85
5641.6,5613.75,5655.3,5612.05
5633.85,5707.3,5718.4,5624.4
5651.35,5659.8,5691.45,5631.8
5658.75,5705.9,5757.75,5647.95
5694.4,5740.55,5745.3,5682.3
5745.95,5859.5,5863.6,5724.3
5835.25,5816.75,5850.2,5814.35
5872.6,5914.9,5945.65,5861
5908.95,5845.95,5920.15,5791.75
5851.2,5884.8,5893.85,5842.25
5914.1,5944.6,5952,5893.65
5942.35,5946.1,5971.2,5930.35
5945.7,5883.65,5952.85,5883
5863.3,5801.3,5878,5801.3
5818.6,5816.4,5828.7,5795.05
5784.25,5722.45,5790.1,5722.4
5698.5,5704.7,5712,5663.6
5719.7,5702.45,5739.45,5679.9
5693.05,5834.35,5849.9,5671.9
5796.9,5784.9,5818.2,5749.7
5761.35,5838.3,5838.85,5748.6
5854.75,5870.55,5878.4,5825
5850.3,5837.95,5873.8,5835.8
5852.25,5909.65,5921.15,5844.4
5943.05,5966.3,5971,5937.55
5939.7,5900.2,5947.55,5883.15
5898.2,5888.65,5911,5878.45
5887.4,5869.95,5899.95,5853.9
5896.95,5933.2,5940.2,5884.55
5932.95,5943.15,5969.5,5922.95
